candidate_id,rank,score,reasoning
CAND_0019288,72,0.04702974,"Holds a tight lead over CAND_0092706 on the back of shorter notice period (30 vs 120 days), coupled with stronger Faiss similarity-search experience, despite lower response rate (38% vs 78%), along with less explicit Transformer deployment experience. They maintain a low 38% recruiter response rate, worth flagging throughout their platform activity and active job-seeking intent (open to work, 8 applications), with market validation signals including 15 recruiter saves, 129 recruiter views, 505 search appearances, alongside an efficient recruiter cadence (29h average). With 5.7 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Faiss for dense similarity search. Having transitioned from InMobi to Paytm, they currently hold the role of AI Research Engineer and bring demonstrable cross-organisation experience, and large-company operating experience (10001+). Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
CAND_0092706,73,0.04548188,"Edges out CAND_0005202 marginally owing to stronger Transformer deployment experience, coupled with stronger GitHub activity (65 vs 0), even with less explicit Pinecone hosting experience, along with longer 120-day notice period. With 5.8 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Transformer-based model deployment. Backed by a very active GitHub presence (GitHub: 65/100), their active engagement is reflected in generally consistent platform engagement (78% response rate) and active job-seeking intent (open to work, 6 applications), with market validation signals including 47 recruiter saves, 108 recruiter views, 469 search appearances, alongside a highly responsive recruiter cadence (4h average). Their professional journey from Glance to their current position as AI Research Engineer at Unacademy reflects deliberate career progression in this domain, and large-company operating experience (5001-10000). While they represent an excellent technical fit, their extended 120-day notice period will require scheduling coordination."
CAND_0005202,74,0.04449501,"Nudges past CAND_0068932 narrowly thanks to stronger Pinecone hosting experience, coupled with stronger JD relevance alignment, notwithstanding less explicit Milvus vector-search experience and RAG-specific experience, along with lower GitHub activity (0 vs 70). With 4.4 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Pinecone vector database hosting. With a career that spans Stark Industries and now Nykaa, this individual operates at the level of a seasoned Senior Data Engineer, and large-company operating experience (1001-5000). Platform metrics indicate generally consistent platform engagement (81% response rate) and active job-seeking intent (open to work, 6 applications), with market validation signals including 11 recruiter saves, 98 recruiter views, 199 search appearances, alongside a workable recruiter follow-up cadence (72h average). They are available within a standard 90-day notice period and align well with the team's operational timeline."
CAND_0068932,75,0.04194455,"Holds a tight lead over CAND_0015967 on the back of stronger Milvus vector-search experience and RAG-specific experience, coupled with higher recruiter response rate (82% vs 45%), despite less explicit Pinecone hosting experience, along with somewhat lower JD relevance alignment. Their profile highlights a robust open-source footprint (GitHub: 70/100) along with a respectable 82% recruiter response rate and clear active-search intent (10 applications and open to work), with market validation signals including 26 recruiter saves, 188 recruiter views, 679 search appearances, alongside very quick recruiter follow-up (4h average). With 5.2 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Milvus for high-dimensional vector search, coupled with retrieval-augmented generation (RAG) pipelines. Having transitioned from Vedantu to Krutrim, they currently hold the role of ML Engineer and bring demonstrable cross-organisation experience, and mid-market operating experience (201-500). Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
CAND_0015967,76,0.04061515,"Holds a tight lead over CAND_0022023 on the back of stronger Pinecone hosting experience, coupled with shorter notice period (30 vs 60 days), despite less explicit Elasticsearch hybrid-search experience. Their profile highlights a moderate public contribution profile (GitHub: 26/100) along with a low 45% recruiter response rate, worth flagging and active job-seeking intent (open to work, 4 applications), with market validation signals including 3 recruiter saves, 96 recruiter views, 374 search appearances, alongside an efficient recruiter cadence (41h average). With 5.4 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Pinecone vector database hosting. Having transitioned from Locobuzz to Razorpay, they currently hold the role of Senior Software Engineer (ML) and bring demonstrable cross-organisation experience, and large-company operating experience (1001-5000). Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
CAND_0022023,77,0.03802511,"Nudges past CAND_0066690 narrowly thanks to stronger JD relevance alignment, notwithstanding less explicit Pinecone hosting experience and Transformer deployment experience, along with lower response rate (47% vs 88%). With 4.6 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Elasticsearch for hybrid keyword search. With a career that spans Swiggy and now Saarthi.ai, this individual operates at the level of a seasoned AI Research Engineer, and small-company operating experience (11-50). Platform metrics indicate weak platform communication (47% response rate) and active job-seeking intent (open to work, 6 applications), with market validation signals including 28 recruiter saves, 154 recruiter views, 519 search appearances, alongside a workable recruiter follow-up cadence (55h average). They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0066690,78,0.03684691,"Nudges past CAND_0016657 narrowly thanks to stronger Elasticsearch hybrid-search experience and Transformer deployment experience, coupled with higher recruiter response rate (88% vs 52%), notwithstanding less explicit PyTorch depth and RAG-specific experience, along with somewhat lower JD relevance alignment. With 4.8 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Elasticsearch for hybrid keyword search and Pinecone vector database hosting, plus Transformer-based model deployment. Currently serving as a ML Engineer at Freshworks, this candidate brings a proven professional history with prior experience at Genpact AI, and large-company operating experience (5001-10000). Backed by steady GitHub coding activity (GitHub: 38/100), their active engagement is reflected in consistently active platform communication (88% response rate) and active job-seeking intent (open to work, 3 applications), with market validation signals including 22 recruiter saves, 84 recruiter views, 320 search appearances, alongside a highly responsive recruiter cadence (4h average). Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
CAND_0016657,79,0.03464185,"Edges out CAND_0005477 with a slight edge from stronger Pinecone hosting experience and PyTorch depth, coupled with higher recruiter response rate (52% vs 35%), regardless of lower skill assessment performance (0/100 vs 67/100 avg), along with somewhat lower JD relevance alignment. Their profile highlights a nascent GitHub coding profile (GitHub: 21/100) along with a low 52% recruiter response rate, worth flagging and light application activity (4 applications this month), with market validation signals including 28 recruiter saves, 76 recruiter views, 210 search appearances, alongside a standard recruiter response window (72h average). With a career that spans Sarvam AI and now PhonePe, this individual operates at the level of a seasoned AI Research Engineer, and large-company operating experience (5001-10000). With 5.3 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Pinecone vector database hosting and PyTorch-based model training, plus retrieval-augmented generation (RAG) pipelines. They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0005477,80,0.03315129,"Edges out CAND_0099751 by a narrow margin driven by shorter notice period (45 vs 120 days), coupled with stronger JD relevance alignment, despite less explicit Transformer deployment experience, along with lower response rate (35% vs 64%). Recruited from Dream11, they now operate as a ML Engineer at Zomato, bringing cross-company perspective to the role, and large-company operating experience (5001-10000). With 6.2 years of experience, they possess a strong foundation in core software development and machine learning systems. They exhibit strong engagement signals, including poor platform responsiveness (35% response rate) and active job-seeking intent (open to work, 0 applications), with market validation signals including 14 recruiter saves, 49 recruiter views, 608 search appearances, alongside an exceptionally fast recruiter response time (14h average). They are available within a standard 45-day notice period and align well with the team's operational timeline."
CAND_0099751,81,0.03151482,"Edges out CAND_0049703 with a slight edge from stronger Transformer deployment experience, coupled with higher skill assessment performance (76/100 vs 51/100 avg), regardless of longer 120-day notice period, along with lower response rate (64% vs 77%). Their profile highlights a moderate public contribution profile (GitHub: 32/100) along with a limited 64% recruiter response rate and clear active-search intent (12 applications and open to work), with market validation signals including 10 recruiter saves, 61 recruiter views, 49 search appearances, alongside very quick recruiter follow-up (4h average). Recruited from Mad Street Den, they now operate as a Junior ML Engineer at Observe.AI, bringing cross-company perspective to the role, and mid-market operating experience (201-500). With 5.5 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Transformer-based model deployment. While they represent an excellent technical fit, their extended 120-day notice period will require scheduling coordination."
CAND_0049703,82,0.03107311,"Edges out CAND_0049867 by a narrow margin driven by stronger GitHub activity (46 vs 0), coupled with shorter notice period (30 vs 60 days). Recruited from Pied Piper, they now operate as a Senior Data Engineer at Meesho, bringing cross-company perspective to the role, and large-company operating experience (1001-5000). With 6.7 years of experience, they possess a strong foundation in core software development and machine learning systems. They maintain moderate platform responsiveness (77% response rate) and demonstrate a moderate open-source footprint (GitHub: 46/100) and light application activity (6 applications this month), with market validation signals including 3 recruiter saves, 15 recruiter views, 487 search appearances, alongside a moderate recruiter response time (49h average). Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
CAND_0049867,83,0.03070379,"Holds a tight lead over CAND_0092255 on the back of higher recruiter response rate (74% vs 38%), coupled with stronger behavioral engagement profile, despite less explicit PyTorch depth and RAG-specific experience, along with lower GitHub activity (0 vs 78). They maintain a developing 74% recruiter response rate throughout their platform activity and light application activity (9 applications this month), with market validation signals including 1 recruiter saves, 125 recruiter views, 475 search appearances, alongside an efficient recruiter cadence (27h average). With 6.4 years of experience, they possess a strong foundation in core software development and machine learning systems. A Senior Software Engineer at Zoho, they previously built their expertise at Capgemini before taking on their current role, and large-company operating experience (10001+). They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0092255,84,0.02975036,"Edges out CAND_0085706 by a narrow margin driven by stronger PyTorch depth and RAG-specific experience, coupled with stronger GitHub activity (78 vs 0), despite lower response rate (38% vs 68%), along with weaker behavioral engagement profile. Recruited from upGrad, they now operate as a ML Engineer at InMobi, bringing cross-company perspective to the role, and large-company operating experience (1001-5000). With 5.2 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with PyTorch-based model training, coupled with retrieval-augmented generation (RAG) pipelines. They maintain poor platform responsiveness (38% response rate) and demonstrate a strong coding contribution profile (GitHub: 78/100) and clear active-search intent (14 applications and open to work), with market validation signals including 11 recruiter saves, 66 recruiter views, 179 search appearances, alongside a slower recruiter response time (117h average). They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0085706,85,0.02914190,"Edges out CAND_0089470 in a close ranking call due to stronger behavioral engagement profile, despite less explicit PyTorch depth and Transformer deployment experience, along with longer 90-day notice period. A Senior Software Engineer at Flipkart, they previously built their expertise at BYJU'S before taking on their current role, and large-company operating experience (10001+). They exhibit strong engagement signals, including inconsistent platform responsiveness (68% response rate) and active job-seeking intent (open to work, 6 applications), with market validation signals including 20 recruiter saves, 145 recruiter views, 388 search appearances, alongside a fast recruiter response time (40h average). With 7.7 years of experience, they possess a strong foundation in core software development and machine learning systems. They are available within a standard 90-day notice period and align well with the team's operational timeline."
CAND_0089470,86,0.02822988,"Holds a tight lead over CAND_0008517 on the back of stronger Transformer deployment experience, coupled with shorter notice period (45 vs 120 days), despite less explicit Qdrant retrieval experience. They maintain a developing 77% recruiter response rate throughout their platform activity and light application activity (1 applications this month), with market validation signals including 39 recruiter saves, 136 recruiter views, 15 search appearances, alongside an efficient recruiter cadence (27h average). With 6.5 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with PyTorch-based model training, coupled with Transformer-based model deployment. Having transitioned from Aganitha to Zomato, they currently hold the role of AI Research Engineer and bring demonstrable cross-organisation experience, and large-company operating experience (5001-10000). They are available within a standard 45-day notice period and align well with the team's operational timeline."
CAND_0008517,87,0.02804727,"Nudges past CAND_0054859 narrowly thanks to stronger PyTorch depth and Qdrant retrieval experience, coupled with higher recruiter response rate (80% vs 61%), notwithstanding less explicit Transformer deployment experience, along with lower GitHub activity (12 vs 62). With 5.6 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with PyTorch-based model training, coupled with Qdrant for vector retrieval. This AI Research Engineer at Locobuzz has a track record that includes a notable tenure at Dream11, signaling strong domain continuity, and mid-market operating experience (51-200). Backed by limited public repository activity (GitHub: 12/100), their active engagement is reflected in generally consistent platform engagement (80% response rate) and clear active-search intent (12 applications and open to work), with market validation signals including 13 recruiter saves, 152 recruiter views, 627 search appearances, alongside prompt recruiter follow-up (37h average). While they represent an excellent technical fit, their extended 120-day notice period will require scheduling coordination."
CAND_0054859,88,0.02544686,"Edges out CAND_0046650 with a slight edge from stronger Transformer deployment experience, coupled with stronger GitHub activity (62 vs 24), regardless of longer 90-day notice period, along with lower skill assessment performance (0/100 vs 35/100 avg). Their profile highlights a robust open-source footprint (GitHub: 62/100) along with a limited 61% recruiter response rate and clear active-search intent (15 applications and open to work), with market validation signals including 6 recruiter saves, 37 recruiter views, 765 search appearances, alongside very quick recruiter follow-up (18h average). Recruited from BYJU'S, they now operate as a Senior Software Engineer (ML) at Ola, bringing cross-company perspective to the role, and large-company operating experience (5001-10000). With 6.9 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Transformer-based model deployment. They are available within a standard 90-day notice period and align well with the team's operational timeline."
CAND_0046650,89,0.02351155,"Nudges past CAND_0064969 narrowly thanks to higher skill assessment performance (35/100 vs 0/100 avg), coupled with shorter notice period (30 vs 60 days), notwithstanding weaker behavioral engagement profile. With 4.2 years of experience, they possess a strong foundation in core software development and machine learning systems. This Senior Software Engineer at Capgemini has a track record that includes a notable tenure at Swiggy, signaling strong domain continuity, and large-company operating experience (10001+). Backed by limited public repository activity (GitHub: 24/100), their active engagement is reflected in fair platform communication (77% response rate) and active job-seeking intent (open to work, 0 applications), with market validation signals including 15 recruiter saves, 50 recruiter views, 240 search appearances, alongside a highly responsive recruiter cadence (20h average). Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
CAND_0064969,90,0.02180128,"Holds a tight lead over CAND_0064020 on the back of shorter notice period (60 vs 120 days), coupled with higher recruiter response rate (80% vs 64%), despite less explicit Elasticsearch hybrid-search experience and Milvus vector-search experience, along with lower skill assessment performance (0/100 vs 48/100 avg). Their profile highlights a moderate public contribution profile (GitHub: 31/100) along with a respectable 80% recruiter response rate and light application activity (8 applications this month), with market validation signals including 14 recruiter saves, 111 recruiter views, 112 search appearances, alongside a stretched recruiter response window (105h average). With 6.1 years of experience, they possess a strong foundation in core software development and machine learning systems. A Senior Software Engineer at Stark Industries, they previously built their expertise at InMobi before taking on their current role, and large-company operating experience (1001-5000). They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0064020,91,0.01932661,"Edges out CAND_0068910 marginally owing to stronger Elasticsearch hybrid-search experience, coupled with stronger JD relevance alignment, even with longer 120-day notice period, along with lower response rate (64% vs 81%). With 5.9 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Elasticsearch for hybrid keyword search, coupled with Milvus for high-dimensional vector search. Backed by steady GitHub coding activity (GitHub: 41/100), their active engagement is reflected in below-average platform engagement (64% response rate) and clear active-search intent (14 applications and open to work), with market validation signals including 30 recruiter saves, 149 recruiter views, 440 search appearances, alongside delayed recruiter follow-up (146h average). Having transitioned from Nykaa to Pied Piper, they currently hold the role of Senior Software Engineer and bring demonstrable cross-organisation experience, and small-company operating experience (11-50). While they represent an excellent technical fit, their extended 120-day notice period will require scheduling coordination."
CAND_0068910,92,0.01743032,"Edges out CAND_0030855 marginally owing to stronger Milvus vector-search experience, coupled with higher skill assessment performance (71/100 vs 0/100 avg), even with less explicit Transformer deployment experience, along with lower GitHub activity (37 vs 55). With 5.7 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Milvus for high-dimensional vector search. Backed by steady GitHub coding activity (GitHub: 37/100), their active engagement is reflected in generally consistent platform engagement (81% response rate) and active job-seeking intent (open to work, 5 applications), with market validation signals including 26 recruiter saves, 120 recruiter views, 389 search appearances, alongside a workable recruiter follow-up cadence (63h average). Their professional journey from PhonePe to their current position as Senior Software Engineer at Ola reflects deliberate career progression in this domain, and large-company operating experience (5001-10000). They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0030855,93,0.01238355,"Nudges past CAND_0053537 narrowly thanks to stronger Transformer deployment experience, coupled with stronger JD relevance alignment, notwithstanding longer 120-day notice period, along with lower skill assessment performance (0/100 vs 45/100 avg). With 5.1 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Transformer-based model deployment. Currently placed as a Senior Data Engineer at Swiggy, they show consistent specialisation in the domain relevant to this role, reflecting large-company operating experience (5001-10000). Backed by a very active GitHub presence (GitHub: 55/100), their active engagement is reflected in below-average platform engagement (62% response rate) and light application activity (6 applications this month), with market validation signals including 6 recruiter saves, 58 recruiter views, 125 search appearances, alongside delayed recruiter follow-up (165h average). While they represent an excellent technical fit, their extended 120-day notice period will require scheduling coordination."
CAND_0053537,94,0.00998298,"Edges out CAND_0032216 by a narrow margin driven by higher recruiter response rate (74% vs 35%), coupled with stronger GitHub activity (54 vs 14), despite less explicit PyTorch depth and Qdrant retrieval experience, along with somewhat lower JD relevance alignment. Recruited from Cognizant, they now operate as a Software Engineer at Stark Industries, bringing cross-company perspective to the role, and large-company operating experience (1001-5000). With 8.0 years of experience, they possess a strong foundation in core software development and machine learning systems. They maintain moderate platform responsiveness (74% response rate) and demonstrate a strong coding contribution profile (GitHub: 54/100) and light application activity (1 applications this month), with market validation signals including 29 recruiter saves, 19 recruiter views, 294 search appearances, alongside a moderate recruiter response time (73h average). They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0032216,95,0.00952332,"Edges out CAND_0072734 in a close ranking call due to stronger PyTorch depth and Qdrant retrieval experience, coupled with shorter notice period (30 vs 60 days), despite lower response rate (35% vs 78%), along with weaker behavioral engagement profile. Based on their career arc from Vedantu to upGrad, this ML Engineer has accumulated meaningful industry exposure, and large-company operating experience (1001-5000). They maintain poor platform responsiveness (35% response rate) and demonstrate an emerging open-source presence (GitHub: 14/100) and clear active-search intent (13 applications and open to work), with market validation signals including 42 recruiter saves, 172 recruiter views, 208 search appearances, alongside a moderate recruiter response time (50h average). With 6.1 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with PyTorch-based model training and Qdrant for vector retrieval, plus Transformer-based model deployment. Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
CAND_0072734,96,0.00921919,"Edges out CAND_0091909 by a narrow margin driven by stronger behavioral engagement profile, coupled with higher recruiter response rate (78% vs 65%), despite less explicit Pinecone hosting experience and Qdrant retrieval experience, along with somewhat lower JD relevance alignment. Recruited from Globex Inc, they now operate as a Senior Data Engineer at CRED, bringing cross-company perspective to the role, and large-company operating experience (1001-5000). With 7.1 years of experience, they possess a strong foundation in core software development and machine learning systems. They maintain steady platform responsiveness (78% response rate) and demonstrate an emerging open-source presence (GitHub: 10/100) and light application activity (7 applications this month), with market validation signals including 30 recruiter saves, 97 recruiter views, 328 search appearances, alongside a moderate recruiter response time (88h average). They are available within a standard 60-day notice period and align well with the team's operational timeline."
CAND_0091909,97,0.00798981,"Holds a tight lead over CAND_0023184 on the back of stronger Pinecone hosting experience and Qdrant retrieval experience, coupled with stronger JD relevance alignment, despite less explicit PyTorch depth and RAG-specific experience, along with weaker behavioral engagement profile. Their profile highlights a moderate public contribution profile (GitHub: 50/100) along with a limited 65% recruiter response rate and active job-seeking intent (open to work, 0 applications), with market validation signals including 64 recruiter saves, 42 recruiter views, 495 search appearances, alongside an efficient recruiter cadence (28h average). With 6.9 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Pinecone vector database hosting and Qdrant for vector retrieval, plus Transformer-based model deployment. Having transitioned from Meta to Rephrase.ai, they currently hold the role of Machine Learning Engineer and bring demonstrable cross-organisation experience, and small-company operating experience (11-50). They are available within a standard 45-day notice period and align well with the team's operational timeline."
CAND_0023184,98,0.00642488,"Edges out CAND_0047907 marginally owing to stronger PyTorch depth and RAG-specific experience, coupled with higher recruiter response rate (71% vs 48%), even with less explicit Transformer deployment experience, along with lower GitHub activity (37 vs 80). With 6.8 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with PyTorch-based model training, coupled with retrieval-augmented generation (RAG) pipelines. Backed by steady GitHub coding activity (GitHub: 37/100), their active engagement is reflected in fair platform communication (71% response rate) and visible application activity (11 applications this month), with market validation signals including 3 recruiter saves, 66 recruiter views, 179 search appearances, alongside delayed recruiter follow-up (170h average). A Senior Data Engineer at Razorpay, they previously built their expertise at Wayne Enterprises before taking on their current role, and large-company operating experience (1001-5000). They are available within a standard 90-day notice period and align well with the team's operational timeline."
CAND_0047907,99,0.00057168,"Nudges past CAND_0094728 narrowly thanks to stronger Transformer deployment experience, coupled with faster recruiter response time (55h vs 120h avg), notwithstanding less explicit Qdrant retrieval experience and RAG-specific experience, along with longer 90-day notice period. With 6.6 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Transformer-based model deployment. Currently serving as a AI Research Engineer at Vedantu, this candidate brings a proven professional history with prior experience at Rephrase.ai, and large-company operating experience (1001-5000). Backed by an exceptional coding contribution profile (GitHub: 80/100), their active engagement is reflected in weak platform communication (48% response rate) and visible application activity (10 applications this month), with market validation signals including 16 recruiter saves, 71 recruiter views, 510 search appearances, alongside a workable recruiter follow-up cadence (55h average). They are available within a standard 90-day notice period and align well with the team's operational timeline."
CAND_0094728,100,0.00000000,"Ranked below CAND_0047907 primarily due to stronger Transformer deployment experience, coupled with faster recruiter response time (55h vs 120h avg), though still brings stronger Qdrant retrieval experience and RAG-specific experience, coupled with shorter notice period (30 vs 90 days). With 6.5 years of experience, they have developed hands-on technical depth matching our requirements, demonstrating specific experience with Qdrant for vector retrieval, coupled with retrieval-augmented generation (RAG) pipelines. Backed by a very active GitHub presence (GitHub: 68/100), their active engagement is reflected in weak platform communication (48% response rate) and light application activity (4 applications this month), with market validation signals including 8 recruiter saves, 202 recruiter views, 570 search appearances, alongside delayed recruiter follow-up (120h average). Based on their career arc from Observe.AI to Swiggy, this AI Specialist has accumulated meaningful industry exposure, and large-company operating experience (5001-10000). Given their short 30-day notice period, they are available to onboard quickly and represent a high-value, low-risk hire."
